pair_id,variant_id,paper_id,benchmark,base_method,variant_method,variant_label,dataset,main_score,variant_score,delta,description,source
2208.10291|TAP|beta=0.01|halfcheetah-medium-expert,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,halfcheetah-medium-expert,91.8,90.3,-1.5,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|halfcheetah-medium-expert,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,halfcheetah-medium-expert,91.8,91.8,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|halfcheetah-medium-expert,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,halfcheetah-medium-expert,91.8,92.2,0.4,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|halfcheetah-medium-expert,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,halfcheetah-medium-expert,91.8,87.7,-4.1,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|hopper-medium-expert,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,hopper-medium-expert,105.5,66.3,-39.2,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|hopper-medium-expert,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,hopper-medium-expert,105.5,95.1,-10.4,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|hopper-medium-expert,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,hopper-medium-expert,105.5,94.5,-11.0,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|hopper-medium-expert,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,hopper-medium-expert,105.5,105.5,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|hopper-medium-expert,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,hopper-medium-expert,105.5,107.0,1.5,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|hopper-medium-expert,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,hopper-medium-expert,105.5,76.1,-29.4,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|walker2d-medium-expert,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,walker2d-medium-expert,107.4,86.6,-20.8,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|walker2d-medium-expert,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,walker2d-medium-expert,107.4,110.1,2.7,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|walker2d-medium-expert,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,walker2d-medium-expert,107.4,109.2,1.8,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|walker2d-medium-expert,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,walker2d-medium-expert,107.4,107.4,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|walker2d-medium-expert,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,walker2d-medium-expert,107.4,106.5,-0.9,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|walker2d-medium-expert,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,walker2d-medium-expert,107.4,104.0,-3.4,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|halfcheetah-medium,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,halfcheetah-medium,45.0,42.6,-2.4,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|halfcheetah-medium,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,halfcheetah-medium,45.0,44.8,-0.2,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|halfcheetah-medium,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,halfcheetah-medium,45.0,44.8,-0.2,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|halfcheetah-medium,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,halfcheetah-medium,45.0,45.0,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|halfcheetah-medium,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,halfcheetah-medium,45.0,45.1,0.1,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|halfcheetah-medium,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,halfcheetah-medium,45.0,42.9,-2.1,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|hopper-medium,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,hopper-medium,63.4,42.9,-20.5,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|hopper-medium,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,hopper-medium,63.4,64.6,1.2,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|hopper-medium,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,hopper-medium,63.4,67.0,3.6,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|hopper-medium,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,hopper-medium,63.4,63.4,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|hopper-medium,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,hopper-medium,63.4,63.8,0.4,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|hopper-medium,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,hopper-medium,63.4,47.5,-15.9,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|walker2d-medium,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,walker2d-medium,64.9,63.4,-1.5,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|walker2d-medium,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,walker2d-medium,64.9,49.2,-15.7,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|walker2d-medium,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,walker2d-medium,64.9,53.8,-11.1,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|walker2d-medium,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,walker2d-medium,64.9,64.9,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|walker2d-medium,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,walker2d-medium,64.9,64.4,-0.5,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|walker2d-medium,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,walker2d-medium,64.9,58.7,-6.2,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|halfcheetah-medium-replay,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,halfcheetah-medium-replay,40.8,36.2,-4.6,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|halfcheetah-medium-replay,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,halfcheetah-medium-replay,40.8,42.2,1.4,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|halfcheetah-medium-replay,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,halfcheetah-medium-replay,40.8,40.5,-0.3,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|halfcheetah-medium-replay,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,halfcheetah-medium-replay,40.8,40.8,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|halfcheetah-medium-replay,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,halfcheetah-medium-replay,40.8,40.6,-0.2,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|halfcheetah-medium-replay,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,halfcheetah-medium-replay,40.8,41.0,0.2,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|hopper-medium-replay,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,hopper-medium-replay,87.3,19.9,-67.4,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|hopper-medium-replay,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,hopper-medium-replay,87.3,94.4,7.1,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|hopper-medium-replay,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,hopper-medium-replay,87.3,93.2,5.9,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|hopper-medium-replay,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,hopper-medium-replay,87.3,87.3,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|hopper-medium-replay,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,hopper-medium-replay,87.3,97.0,9.7,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|hopper-medium-replay,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,hopper-medium-replay,87.3,3.0,-84.3,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=1e-5|walker2d-medium-replay,2208.10291|TAP|beta=1e-5,2208.10291,d4rl,TAP,TAP,beta=1e-5,walker2d-medium-replay,66.8,27.1,-39.7,"variant: beta=1e-5; conditions: {""beta_threshold"": ""1e-5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.002|walker2d-medium-replay,2208.10291|TAP|beta=0.002,2208.10291,d4rl,TAP,TAP,beta=0.002,walker2d-medium-replay,66.8,57.3,-9.5,"variant: beta=0.002; conditions: {""beta_threshold"": ""0.002""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.01|walker2d-medium-replay,2208.10291|TAP|beta=0.01,2208.10291,d4rl,TAP,TAP,beta=0.01,walker2d-medium-replay,66.8,59.6,-7.2,"variant: beta=0.01; conditions: {""beta_threshold"": ""0.01""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.05|walker2d-medium-replay,2208.10291|TAP|beta=0.05,2208.10291,d4rl,TAP,TAP,beta=0.05,walker2d-medium-replay,66.8,66.8,0.0,"variant: beta=0.05; conditions: {""beta_threshold"": ""0.05""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.1|walker2d-medium-replay,2208.10291|TAP|beta=0.1,2208.10291,d4rl,TAP,TAP,beta=0.1,walker2d-medium-replay,66.8,65.6,-1.2,"variant: beta=0.1; conditions: {""beta_threshold"": ""0.1""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|beta=0.5|walker2d-medium-replay,2208.10291|TAP|beta=0.5,2208.10291,d4rl,TAP,TAP,beta=0.5,walker2d-medium-replay,66.8,50.3,-16.5,"variant: beta=0.5; conditions: {""beta_threshold"": ""0.5""}; notes: OOD-penalty probability threshold ablation; no std; beta=0.05 is the main setting",Table 4 vs main Table 1
2208.10291|TAP|L=1|halfcheetah-medium-expert,2208.10291|TAP|L=1,2208.10291,d4rl,TAP,TAP,L=1,halfcheetah-medium-expert,91.8,37.4,-54.4,"variant: L=1; conditions: {""latent_steps_L"": ""1""}; notes: latent-steps ablation; no std; L=3 is the main setting",Table 8 vs main Table 1
2208.10291|TAP|L=2|halfcheetah-medium-expert,2208.10291|TAP|L=2,2208.10291,d4rl,TAP,TAP,L=2,halfcheetah-medium-expert,91.8,68.1,-23.7,"variant: L=2; conditions: {""latent_steps_L"": ""2""}; notes: latent-steps ablation; no std; L=3 is the main setting",Table 8 vs main Table 1
2208.10291|TAP|L=3|halfcheetah-medium-expert,2208.10291|TAP|L=3,2208.10291,d4rl,TAP,TAP,L=3,halfcheetah-medium-expert,91.8,91.8,0.0,"variant: L=3; conditions: {""latent_steps_L"": ""3""}; notes: latent-steps ablation; no std; L=3 is the main setting",Table 8 vs main Table 1
2208.10291|TAP|L=4|halfcheetah-medium-expert,2208.10291|TAP|L=4,2208.10291,d4rl,TAP,TAP,L=4,halfcheetah-medium-expert,91.8,92.5,0.7,"variant: L=4; conditions: {""latent_steps_L"": ""4""}; notes: latent-steps ablation; no std; L=3 is the main setting",Table 8 vs main Table 1
2208.10291|TAP|L=1|hopper-medium-expert,2208.10291|TAP|L=1,2208.10291,d4rl,TAP,TAP,L=1,hopper-medium-expert,105.5,44.7,-60.8,"variant: L=1; conditions: {""latent_steps_L"": ""1""}; notes: latent-steps ablation; no std; L=3 is the main setting",Table 8 vs main Table 1
2208.10291|TAP|L=2|hopper-medium-expert,2208.10291|TAP|L=2,2208.10291,d4rl,TAP,TAP,L=2,hopper-medium-expert,105.5,55.6,-49.9,"variant: L=2; conditions: {""latent_steps_L"": ""2""}; notes: latent-steps ablation; no std; L=3 is the main setting",Table 8 vs main Table 1
