board,task,dataset,metric,lower_is_better,paper_a,paper_b,score_a,score_b,label_a_better
Image Classification | ImageNet,Image Classification,ImageNet,Top 1 Accuracy,False,2204.12511,2211.05778,87.2,89.6,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1908.00497,2103.15584,75.98,77.3,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,2104.11178,1904.02811,82.1,82.6,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1904.02811,2301.00182,82.6,88.7,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,2103.15584,1711.09125,77.3,72.4,1
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,2103.15584,2012.06977,77.3,79.1,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1811.10636,2303.09857,77.4,87.7,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,2301.00182,2012.06977,88.7,79.1,1
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1904.02811,2212.03229,82.6,90.9,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,2503.14237,2211.07636,90.0,89.7,1
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1810.11579,2206.06931,74.6,83.1,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1912.00869,2206.06931,73.5,83.1,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1812.08249,2207.01297,76.5,87.8,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,2310.01324,1908.00497,87.2,75.98,1
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1908.02486,2203.10233,73.7,82.75,0
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1811.10636,1812.08249,77.4,76.5,1
Action Classification | Kinetics-400,Action Classification,Kinetics-400,Acc@1,False,1705.07750,1905.12681,71.1,78.9,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2101.08533,2007.07875,96.9,96.0,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1811.12150,1910.10111,94.7,95.2,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2311.10605,1910.10111,96.2,95.2,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1709.04329,1812.03282,89.9,98.0,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,1804.00216,95.43,93.6,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1804.00216,2211.13977,93.6,95.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1905.00953,1703.07737,94.8,86.67,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2007.07875,2204.13096,96.0,95.43,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.01901,2108.08728,96.1,95.5,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.11397,1703.08359,95.4,82.21,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.12003,2303.17602,95.2,96.9,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1812.03282,1904.11397,98.0,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,2308.10717,95.43,96.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1611.05666,1603.00370,79.51,45.16,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2112.04662,2204.13096,95.4,95.43,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1703.05693,1701.08398,82.3,77.11,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.12003,1705.04724,95.2,85.1,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2503.00938,1903.06325,97.3,67.7,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2009.05250,1703.05693,95.96,82.3,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1912.01300,1901.00392,96.79,86.54,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.00244,2009.05250,93.1,95.96,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.10111,1611.05666,95.2,79.51,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.01901,2308.10717,96.1,96.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.05045,1904.11397,97.36,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.00244,1705.04724,93.1,85.1,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.00244,2211.13977,93.1,95.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1804.01438,2308.10717,95.7,96.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1912.01300,1904.11397,96.79,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1611.05666,2009.05250,79.51,95.96,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.00244,1703.08359,93.1,82.21,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2101.08533,1705.04724,96.9,85.1,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.11397,2303.17602,95.4,96.9,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1710.06555,1709.08325,80.31,84.14,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2311.10605,1703.05693,96.2,82.3,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1811.12150,1711.10295,94.7,89.49,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2101.08533,2009.05250,96.9,95.96,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1811.12150,1710.06555,94.7,80.31,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,2211.13977,95.43,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2007.07875,1701.08398,96.0,77.11,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.10111,1701.08398,95.2,77.11,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.10111,1705.04724,95.2,85.1,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.05045,1711.10295,97.36,89.49,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2303.17602,2211.13977,96.9,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,1703.05693,95.43,82.3,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1903.06325,1710.06555,67.7,80.31,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.01901,1904.11397,96.1,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1703.07737,1709.08325,86.67,84.14,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2503.00938,1812.03282,97.3,98.0,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2009.05250,1812.03282,95.96,98.0,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.01901,2112.04662,96.1,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1912.01300,1709.04329,96.79,89.9,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1812.03282,1901.00392,98.0,86.54,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2104.06770,1711.10295,95.2,89.49,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1711.10295,2108.08728,89.49,95.5,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.10111,2203.16533,95.2,96.6,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2311.10605,2303.17602,96.2,96.9,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.00244,2308.10717,93.1,96.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1903.06325,2308.10717,67.7,96.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2104.06770,1904.11397,95.2,95.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2007.07875,1905.00953,96.0,94.8,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1603.00370,1901.00392,45.16,86.54,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1804.01438,2101.08533,95.7,96.9,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1905.00953,1705.04724,94.8,85.1,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1709.08325,1711.10378,84.14,90.3,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1703.08359,2108.08728,82.21,95.5,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1710.06555,2204.13096,80.31,95.43,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.11397,1701.08398,95.4,77.11,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,2203.16533,95.43,96.6,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,2303.17602,95.43,96.9,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,1711.10378,95.43,90.3,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2308.10717,1804.00216,96.4,93.6,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1811.12150,2104.06770,94.7,95.2,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2311.10605,1709.04329,96.2,89.9,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.12003,1903.06325,95.2,67.7,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1711.10295,1603.00370,89.49,45.16,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1812.03282,1610.02984,98.0,72.54,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.00244,1901.00392,93.1,86.54,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.05045,2112.04662,97.36,95.4,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1611.05666,1703.05693,79.51,82.3,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2009.05250,1912.01300,95.96,96.79,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2112.04662,1812.03282,95.4,98.0,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1611.05666,1804.00216,79.51,93.6,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1705.04724,1901.00392,85.1,86.54,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1811.12150,2308.10717,94.7,96.4,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.00244,2203.16533,93.1,96.6,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.11397,1703.07737,95.4,86.67,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.05045,1703.07737,97.36,86.67,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2007.07875,1711.10378,96.0,90.3,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2311.10605,2108.01901,96.2,96.1,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2112.04662,1701.08398,95.4,77.11,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2009.05250,1711.10295,95.96,89.49,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1603.00370,1703.08359,45.16,82.21,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.05045,1703.08359,97.36,82.21,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1910.12003,1709.08325,95.2,84.14,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2101.08533,1703.05693,96.9,82.3,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.01901,1703.08359,96.1,82.21,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1611.05666,2104.06770,79.51,95.2,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1804.01438,1812.03282,95.7,98.0,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1611.05666,1812.03282,79.51,98.0,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1703.08359,1804.00216,82.21,93.6,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1811.12150,2007.07875,94.7,96.0,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.01901,2108.05045,96.1,97.36,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1710.06555,1703.07737,80.31,86.67,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2104.06770,1901.00392,95.2,86.54,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2204.13096,1610.02984,95.43,72.54,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1812.03282,2204.13096,98.0,95.43,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2112.04662,2009.05250,95.4,95.96,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2203.16533,1709.08325,96.6,84.14,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2203.16533,1804.00216,96.6,93.6,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2503.00938,1709.04329,97.3,89.9,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1610.02984,1701.08398,72.54,77.11,0
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1912.01300,1903.06325,96.79,67.7,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.11397,1709.08325,95.4,84.14,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2108.01901,1910.10111,96.1,95.2,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,2112.04662,1710.06555,95.4,80.31,1
Person Re-Identification | Market-1501,Person Re-Identification,Market-1501,Rank-1,False,1904.11397,1705.04724,95.4,85.1,1
